undistortion_mtx,2684.052288935692,0.0,822.4218339801395,0.0,2017.832596789996,461.86858002320497,0.0,0.0,1.0
undistortion_dist,-1.4737712071392137,5.951041344995637,0.03366620783066219,0.03172549281361896,-0.6263210523410556
